ID;Age;Occupation;Annual_Income;Monthly_Inhand_Salary;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;Num_of_Loan;Delay_from_due_date;Num_of_Delayed_Payment;Changed_Credit_Limit;Num_Credit_Inquiries;Credit_Mix;Outstanding_Debt;Credit_Utilization_Ratio;Credit_History_Age;Payment_of_Min_Amount;Total_EMI_per_month;Amount_invested_monthly;Payment_Behaviour;Monthly_Balance
0x1358f;42;Engineer;42265,53;3297,1275;7;5;32;6;30;9;9;8;Standard;2107,97;26,40794258;13,67;Yes;112,393902;171,3388125;Low_spent_Small_value_payments;335,9800355
0x1e0cc;28;Accountant;88957,38;7433,115;4;4;5;1;19;18;18,52;0;Standard;1008,3;31,07932281;22,83;No;45,86939842;618,8392773;Low_spent_Medium_value_payments;358,6028243
0x1efc7;48;Doctor;140606,8;11876,23333;6;6;7;1;7;11;7,39;0;Standard;489,29;37,19882351;16,5;No;90,91752953;95,65732372;High_spent_Large_value_payments;1241,04848
0x839f;31;Mechanic;110525,97;9471,4975;7;7;9;5;16;16;10,27;8;Standard;993,71;39,32974588;8,75;Yes;267,3351804;234,9156447;High_spent_Large_value_payments;684,8989249
0x1f19b;32;Teacher;59032,8;5091,4;9;10;23;4;20;19;8,04;8;Standard;1826,5;42,47396825;15,92;Yes;114,509277;75,47176497;High_spent_Large_value_payments;559,158958
0x886e;31;Architect;29020,27;2456,355833;1;3;7;1;0;6;8,29;0;Good;536,36;35,80210988;31,42;No;12,1274433;73,00838884;High_spent_Medium_value_payments;410,4997512
0x21762;25;Entrepreneur;40857,12;3446,76;10;7;33;6;28;24;12,53;6;Bad;1567,41;27,88671076;10,25;Yes;106,1506966;151,5256763;Low_spent_Large_value_payments;356,9996271
0x2596f;34;Developer;73884,6;6255,05;6;8;30;7;53;15;5,71;7;Bad;2083,28;37,14645839;9,25;Yes;349,0994939;416,5727542;High_spent_Small_value_payments;119,8327519
0x11662;26;Accountant;9166,465;517,8720833;9;5;22;3;16;20;9,76;10;Bad;1943,21;37,16412719;12,67;Yes;21,38599662;26,37043119;Low_spent_Medium_value_payments;284,0307805
0x24410;26;Accountant;77233,44;6528,12;9;9;17;5;55;25;8,23;10;Bad;2259,82;28,61607715;12,08;Yes;245,176913;161,3893045;High_spent_Medium_value_payments;496,2457825
0x20001;23;Musician;69324,4;5509,033333;4;7;12;3;14;8;10,89;8;Standard;1075,73;41,01324556;17,33;Yes;115,0087063;130,3819241;High_spent_Large_value_payments;545,5127029
0xd399;23;Teacher;16653,5;1095,791667;3;2;7;2;11;11;11,5;8;Good;574,43;36,01885311;16,17;No;20,63424501;116,2666328;Low_spent_Small_value_payments;262,6782889
0x9bf5;28;Media_Manager;18038;1534,166667;5;1;10;0;0;6;5,4;4;Good;486,12;28,17316855;17;No;0;65,26086335;Low_spent_Medium_value_payments;368,1558033
0x5389;23;Doctor;14790,965;1369,580417;5;7;17;1;5;15;11,64;6;Standard;1382,27;37,20353725;6,17;Yes;10,89907086;119,6359624;Low_spent_Medium_value_payments;286,4230084
0x79b0;34;Accountant;60738,48;5336,54;8;8;20;5;52;25;3,6;15;Bad;2423,74;33,55636406;13,83;Yes;180,9257205;54,863356;High_spent_Large_value_payments;537,8649235
0x1d16a;22;Mechanic;18254,505;1605,20875;3;6;9;0;10;9;7,86;6;Standard;211,41;32,19633919;19,25;No;0;112,0764917;Low_spent_Large_value_payments;318,4443833
0x53b7;40;Developer;57296,46;4618,705;7;10;21;2;57;18;7,35;7;Bad;2371,73;37,88352054;12,33;Yes;66,18363519;50,32100058;High_spent_Large_value_payments;585,3658642
0x1d69c;51;Scientist;125883,99;10508,3325;4;6;7;4;14;2;7,14;3;Good;575,48;37,42763713;29,42;No;299,9074888;233,215318;High_spent_Large_value_payments;757,7104432
0x2560e;44;Musician;61699,1;5010,591667;4;4;12;0;16;4;8,51;3;Good;1320,78;30,42591656;28,75;No;0;329,0827921;High_spent_Small_value_payments;431,9763746
0x84b5;22;Architect;72576,04;5934,003333;5;3;7;4;5;14;2,27;1;Good;478,74;39,25268233;25;No;197,0099318;137,855864;High_spent_Medium_value_payments;508,5345375
0x24ebf;54;Accountant;22332,37;1907,030833;8;4;12;1;30;18;4,59;2;Good;1154,5;26,99010264;23,75;No;14,23196248;146,9252301;Low_spent_Large_value_payments;299,5458907
0x5d90;25;Musician;14402,52;1347,21;6;6;28;8;52;13;26,86;13;Bad;4789,5;36,73976714;7,75;Yes;73,34767036;109,5648484;Low_spent_Small_value_payments;241,8084812
0x8a4f;56;Musician;30678,73;2615,560833;8;4;11;3;13;11;1,84;3;Standard;1484,42;41,57874646;17,75;Yes;69,33783255;59,05954245;High_spent_Large_value_payments;373,1587083
0x16215;27;Entrepreneur;48819,34;4181,278333;5;4;14;3;26;14;11,28;5;Standard;535,3;26,05145996;7,67;Yes;68,30643798;78,85049598;High_spent_Medium_value_payments;520,9708994
0x1ab06;47;Lawyer;84358,5;6730,875;2;4;7;2;14;4;11,94;1;Good;1460,18;27,88258698;21,17;No;86,72041697;239,4140249;High_spent_Medium_value_payments;596,9530582
0xf54a;42;Engineer;8796,905;545,0754167;9;10;19;8;57;20;24,37;12;Bad;4623,54;22,73193781;3,08;Yes;49,4907283;42,6178461;Low_spent_Small_value_payments;252,3989673
0x19fae;21;Manager;32394,38;2631,531667;8;10;25;9;28;17;4,41;12;Bad;1941,54;24,10557007;18,92;Yes;143,0341988;246,9857441;Low_spent_Small_value_payments;163,1332237
0xade9;44;Doctor;8766,58;830,5483333;7;10;32;6;51;20;29,16;13;Bad;4604,99;37,9764361;1,67;Yes;24,66353094;108,0044762;Low_spent_Small_value_payments;240,3868261
0x7eae;23;Scientist;16106,15;1444,179167;8;3;10;3;18;9;7,52;5;Standard;109,59;28,17092925;19,17;Yes;35,49095459;46,82344686;Low_spent_Medium_value_payments;342,1035152
0x153bf;35;Architect;155148,36;12909,03;5;5;10;2;12;3;8,13;2;Good;1122,62;37,75248285;33,17;No;129,959109;209,6458731;High_spent_Large_value_payments;1191,298018
0x1197c;23;Writer;20172,2;1668,016667;8;7;7;3;23;17;6,03;0;Standard;778,09;33,91054486;24,25;No;50,26260137;111,7663469;High_spent_Small_value_payments;264,7727184
0x1435e;45;Engineer;113238,84;9705,57;1;5;6;2;2;0;10,99;0;Good;115,48;44,28936093;21,75;No;163,6825505;79,68542782;High_spent_Large_value_payments;967,1890217
0x1a872;53;Lawyer;54426,18;4546,515;4;6;12;4;11;13;2,74;6;Standard;865,04;37,66687137;30,25;No;137,7674613;101,081182;High_spent_Medium_value_payments;465,8028567
0x14dd3;22;Manager;57101,1;4668,425;7;4;12;1;8;16;2,3;4;Good;1303,28;34,07480024;25,25;No;29,44850996;124,5367443;High_spent_Medium_value_payments;562,8572458
0x19ad0;25;Accountant;33718,86;2928,905;3;3;3;4;12;4;1,01;4;Good;872,26;33,62449;28,08;No;96,94493249;71,00186711;High_spent_Medium_value_payments;374,9437004
0x213c0;19;Manager;40848,13;3245,010833;3;3;2;2;9;2;10,54;4;Good;931,9;32,4513987;19,17;No;59,76031819;102,5607121;High_spent_Medium_value_payments;412,180053
0xbda6;28;Writer;104075,52;8745,96;3;5;7;1;15;13;8,45;9;Standard;1371,49;26,27174652;20,25;Yes;73,11669738;433,6271371;Low_spent_Large_value_payments;637,8521655
0x12216;38;Scientist;31372,54;2741,378333;8;6;28;7;24;15;18,82;11;Bad;3231,08;23,59219362;1,83;Yes;121,9598011;65,79375286;High_spent_Small_value_payments;346,3842794
0x25569;35;Doctor;112745,76;9193,48;3;7;2;3;8;6;4,27;7;Good;335,69;37,66568231;16,08;No;188,1854369;520,4874329;Low_spent_Medium_value_payments;490,6751302
0x10a11;27;Accountant;99657,51;8164,7925;7;3;8;4;17;17;19,24;4;Standard;113,12;35,29066098;27;Yes;307,5263812;525,069934;Low_spent_Medium_value_payments;263,8829348
0x12855;51;Developer;30373,35;2495,1125;3;5;4;3;13;12;11,51;1;Good;791,4;27,10339446;31,42;No;55,61424998;122,1319296;Low_spent_Small_value_payments;361,7650704
0x1e201;47;Developer;113192,68;9376,723333;3;7;3;0;0;2;6,15;2;Good;1179,64;30,67031716;18,67;No;0;383,3462063;High_spent_Small_value_payments;814,326127
0x165ec;31;Media_Manager;18005,41;1213,450833;3;9;33;3;17;9;13,45;15;Standard;2564,51;33,90039254;13,42;Yes;36,34786743;78,0798017;Low_spent_Small_value_payments;296,9174142
0x235e;47;Mechanic;48411,24;4306,27;8;3;3;4;17;10;4,04;1;Good;821,27;31,97170242;18,25;No;82,22147115;167,273391;High_spent_Medium_value_payments;431,1321379
0x9db9;19;Journalist;15115,04;1274,586667;7;7;24;2;52;13;18,14;10;Standard;2154,52;28,23535348;18,33;Yes;20,63883931;61,9150901;High_spent_Small_value_payments;304,9047373
0x314e;36;Accountant;10299,565;712,2970833;5;9;28;2;25;16;8,5;8;Standard;1710,58;29,37187897;14,92;Yes;8,72497059;26,64068831;Low_spent_Small_value_payments;325,8640494
0x9745;26;Scientist;9846,615;826,55125;8;5;19;8;26;17;1,55;12;Bad;4121,85;24,53224374;6,83;Yes;33,1955523;22,76914495;Low_spent_Large_value_payments;296,6904277
0x2180;18;Manager;31633,54;2930,128333;1;5;8;3;8;5;9,7;3;Good;846,45;26,31214177;21,83;No;50,76844004;216,6493583;Low_spent_Large_value_payments;295,595035
0x13906;38;Teacher;87629,7;7334,475;5;6;17;4;23;16;8,72;1;Standard;526,26;25,27876435;23,58;Yes;178,4828137;152,1906453;High_spent_Large_value_payments;642,7740411
0x234d3;31;Architect;13566,77;1130,564167;6;7;6;2;11;17;6,96;1;Good;559,89;39,01411419;25,25;No;16,74433111;94,12858818;Low_spent_Medium_value_payments;282,1834974
0x2a37;20;Media_Manager;81557;6718,416667;9;7;18;6;55;15;22,91;9;Bad;2628,52;28,64209153;11,5;Yes;321,4449354;334,7342963;Low_spent_Large_value_payments;285,6624349
0x59c1;42;Journalist;71695,68;5734,64;3;6;19;2;5;8;13,57;1;Standard;529,91;40,23472311;24,17;Yes;94,6334265;76,31368469;High_spent_Large_value_payments;642,5168888
0x25037;41;Accountant;14471,61;1021,9675;8;6;25;7;33;25;28,64;7;Bad;3332,8;28,72228198;9,75;Yes;54,02876927;54,34660232;Low_spent_Small_value_payments;283,8213784
0xe738;44;Writer;10207,5;842,3276364;7;7;22;5;7;13;19,19;7;Standard;2419,86;33,42383518;12;Yes;82,52658446;67,95366541;Low_spent_Large_value_payments;254,6796137
0x652e;26;Musician;29441,78;2192,481667;8;6;23;7;59;18;3,43;7;Bad;3727,23;30,43918772;11,17;Yes;111,4169523;63,95454974;High_spent_Medium_value_payments;293,8766646
0x16f36;45;Entrepreneur;30812,96;2422,746667;1;7;3;1;7;3;11,21;4;Good;990,47;31,33713987;29,42;No;24,06489016;66,88154976;High_spent_Small_value_payments;411,3282267
0x100dc;36;Lawyer;12338,465;738,2054167;5;5;2;1;18;17;6,52;0;Good;352,92;27,95189442;31,83;No;10,21851076;40,86913408;Low_spent_Large_value_payments;292,7328968
0x1fe2d;43;Musician;20348,57;1486,714167;9;8;16;8;36;23;5,78;6;Bad;3194,2;37,09979445;6,67;Yes;110,5005816;124,5782702;Low_spent_Medium_value_payments;193,5925649
0x6c4e;51;Media_Manager;29060,32;2235,693333;8;5;9;4;11;15;8,2;3;Standard;865,12;26,90065426;19,33;No;64,49226323;64,34819231;High_spent_Medium_value_payments;344,7288778
0x8903;38;Developer;69312,12;5956,01;8;6;7;4;4;9;8,43;7;Standard;170,5;25,1725065;16,5;Yes;220,1614408;212,20431;High_spent_Small_value_payments;423,2352492
0x20841;39;Writer;17213,61;1350,4675;9;8;28;5;30;24;19,25;7;Bad;2818,55;38,90565706;1,08;Yes;70,42879204;93,57302187;Low_spent_Small_value_payments;261,0449361
0x707e;39;Mechanic;33749,25;2640,4375;5;7;3;2;20;13;5,16;3;Good;753,63;39,07361998;25;No;41,83206032;110,246769;High_spent_Medium_value_payments;361,9649207
0x194cf;51;Architect;123388,83;10405,4025;1;4;3;2;15;10;5,24;0;Good;869,62;40,24546425;33,08;No;114,3056508;587,3074871;High_spent_Small_value_payments;598,9271122
0x2381e;35;Manager;14252,75;1434,729167;8;8;22;6;51;25;13,27;13;Bad;2649,82;22,71664767;7,25;Yes;62,90124482;151,9945441;Low_spent_Small_value_payments;218,5771277
0x1c5bf;38;Lawyer;56545,44;4619,12;8;8;27;7;41;24;3,04;10;Bad;2493,18;29,20770212;13,5;Yes;184,6756463;438,5171871;Low_spent_Medium_value_payments;118,7191665
0x13129;44;Developer;31752,1;2566,399627;2;7;6;2;0;9;1,2;3;Good;146,2;40,25377493;24,33;No;241,5526284;139,061337;Low_spent_Medium_value_payments;374,4955744
0x1ca1b;48;Accountant;136179,04;11324,25333;7;6;16;1;23;15;4,28;8;Standard;556,85;31,07606281;26,33;No;69,41153845;243,5887172;High_spent_Large_value_payments;1059,425078
0x11f76;53;Developer;138806,88;11661,24;6;6;8;0;11;9;6,78;1;Standard;448,22;39,21214039;32,58;Yes;0;247,6051154;High_spent_Large_value_payments;1158,518885
0xbea3;40;Entrepreneur;81831,72;6910,31;6;5;1;4;8;5;5,14;4;Good;446,42;32,94950477;18,17;No;234,5093959;73,59193728;High_spent_Medium_value_payments;632,9296668
0x20e8d;54;Architect;36920,36;3119,696667;0;6;3;0;9;1;11,94;5;Good;881;26,24767701;27,33;No;0;73,44758723;High_spent_Large_value_payments;478,5220794
0x15b48;37;Architect;14679,83;1183,319167;10;10;18;6;21;15;8,88;8;Bad;1784,88;32,28578335;8;Yes;71,29763752;55,82544589;Low_spent_Medium_value_payments;271,2088333
0x2b36;31;Entrepreneur;146866,76;12108,89667;4;6;14;3;26;18;1,78;3;Standard;247,08;44,13635717;22,17;No;218,4820356;135,5117927;High_spent_Large_value_payments;1096,895838
0x18495;35;Writer;10525,355;645,1129167;4;6;3;0;18;10;4,99;0;Good;583,9;33,85414301;30,17;No;0;60,29487468;Low_spent_Large_value_payments;274,216417
0x12f2c;31;Accountant;20168,99;1682,083696;5;7;19;7;14;13;9,41;9;Standard;2043,24;27,78095207;16;Yes;172,9610454;48,81972903;Low_spent_Medium_value_payments;336,0596125
0x1e825;41;Manager;14335,46;1087,621667;4;3;8;1;13;15;10,6;8;Standard;726,59;32,61118531;22,92;Yes;9,987632453;48,26732256;Low_spent_Small_value_payments;340,5072117
0x2523c;43;Journalist;14244,33;1099,0275;6;7;29;6;24;21;0,91;7;Bad;2216,82;37,45698797;17,67;Yes;65,01423257;40,64598069;Low_spent_Medium_value_payments;284,2425367
0x1027f;20;Doctor;9748,985;610,4154167;10;9;25;2;51;12;15,47;11;Standard;2283,16;36,43822234;18,33;Yes;16,09692534;0;High_spent_Large_value_payments;278,9236319
0x1ba56;21;Doctor;29180,37;2409,6975;4;4;4;2;30;19;4,14;2;Good;363,07;23,58563726;30,67;No;43,76933694;83,62547137;High_spent_Medium_value_payments;363,5749417
0x18b90;33;Media_Manager;59226,15;4780,5125;7;4;7;3;15;13;8,7;3;Good;710,49;36,89082275;25,33;No;94,8841568;317,1598156;Low_spent_Large_value_payments;336,0072776
0x256f4;38;Scientist;43135,98;3375,665;8;4;18;2;29;9;13,2;5;Standard;1747,6;28,27245272;10,42;Yes;60,60990393;146,7865851;Low_spent_Medium_value_payments;410,1700109
0x495a;20;Engineer;104708,79;8717,7325;0;3;1;3;1;9;8,1;8;Good;223,31;37,3281668;20,17;No;255,7449322;288,3483061;High_spent_Small_value_payments;587,6800117
0x6a72;44;Media_Manager;20062,49;1908,874167;10;5;18;7;47;25;21,07;10;Bad;3212,49;36,97778799;11,92;Yes;67,00738512;132,2261908;High_spent_Small_value_payments;251,6538407
0xe2dd;49;Musician;16518,585;1563,54875;1;5;9;4;4;10;11,67;6;Good;272;33,57913826;29,83;No;47,62333141;19,73392456;High_spent_Large_value_payments;328,997619
0x1268c;40;Doctor;87792,39;7448,0325;3;7;6;2;5;5;3,34;4;Good;693,37;27,82794911;20,33;No;101,2059457;223,3999294;High_spent_Medium_value_payments;670,1973749
0x2546a;42;Accountant;17137,71;1544,1425;8;7;10;2;8;13;7,91;2;Standard;1486,83;33,49494537;19,25;No;18,57410734;141,4241701;Low_spent_Small_value_payments;284,4159726
0x9aab;36;Mechanic;18666,83;1628,569167;7;5;27;9;50;18;21,89;12;Bad;4072,19;33,45860951;9,92;Yes;102,0128342;63,91669112;High_spent_Medium_value_payments;246,9273913
0xb8c4;27;Media_Manager;134928,36;11197,03;1;5;6;0;14;11;7,25;7;Good;587;40,24534825;21;No;0;171,8327422;High_spent_Large_value_payments;1187,870258
0x235df;41;Accountant;10412,225;761,6854167;8;7;10;3;15;13;10,13;7;Standard;4,5;38,08738991;30;Yes;18,83691358;0;High_spent_Large_value_payments;288,9130402
0x23fe7;31;Media_Manager;8393,545;516,4620833;7;6;30;7;41;17;16,57;11;Bad;4103,79;28,17735386;7,75;Yes;46,69104487;39,0497222;Low_spent_Small_value_payments;255,9054413
0xf0a8;18;Journalist;126971;10672,91667;0;7;6;3;25;1;6,83;1;Good;772,58;32,63544891;18,25;No;293,5288822;258,0282329;High_spent_Medium_value_payments;765,7345516
0xeb5c;25;Mechanic;40341,16;3602,763333;2;5;1;4;6;11;8,33;4;Good;1183,73;26,7549426;20,33;No;113,0211027;60,27019424;High_spent_Medium_value_payments;436,9850364
0x1cdb3;44;Accountant;95210,2;7743,183333;6;3;18;1;29;20;17,02;1;Standard;864,35;27,3047155;21,17;Yes;42,53731759;148,3018136;High_spent_Large_value_payments;823,4792022
0xf7b6;47;Engineer;121844,2;10265,68333;6;6;16;2;18;8;8,3;4;Standard;1265,84;34,29482571;20,25;Yes;162,6681386;367,1980498;High_spent_Medium_value_payments;746,7021449
0x1e8d9;24;Lawyer;23035,15;1901,595833;6;7;17;5;22;16;19,39;4;Standard;954,44;25,39316041;8,08;Yes;91,77461107;29,38284602;High_spent_Medium_value_payments;319,0021262
0x8a5c;24;Mechanic;41751,65;3442,304167;5;1;2;1;3;0;2,32;6;Good;279,17;24,67342736;16,5;No;32,80100638;290,7573667;Low_spent_Small_value_payments;310,6720436
0x24f8a;45;Engineer;50733,18;4402,765;9;8;34;3;29;15;12,74;12;Standard;2130,22;35,73882452;11,75;Yes;74,86666604;315,1684146;Low_spent_Medium_value_payments;330,2414194
0x3578;21;Teacher;23952,07;1863,005833;6;4;7;0;13;12;9,5;3;Standard;1045,08;33,02938173;23,42;Yes;0;44,13775503;High_spent_Large_value_payments;382,1628283
0x120d8;47;Scientist;67361,38;5497,448333;2;4;1;0;5;1;11,47;6;Good;1013,66;33,46512827;17,17;No;0;289,6030272;Low_spent_Small_value_payments;550,1418061
0x81ed;24;Doctor;20937,38;1650,781667;8;8;30;3;54;17;19,56;8;Standard;1794,51;36,64194574;8;Yes;52,14929737;63,65411779;High_spent_Small_value_payments;309,2747515
0xecd7;19;Teacher;73888,42;6077,368333;4;5;17;4;11;15;9,81;4;Standard;604,85;27,87054355;26,75;Yes;244,2649025;526,3206961;Low_spent_Large_value_payments;107,1512347
0x24fc8;33;Writer;30620,69;2322,724167;3;7;10;3;11;8;10,46;3;Good;1395,64;32,98046857;17,83;No;67,05381892;78,74834493;High_spent_Medium_value_payments;336,4702528
0x8be7;42;Writer;28843,09;2394,590833;5;6;15;2;24;17;10,55;5;Standard;74,41;41,45622123;20;Yes;25,7834897;165,6427894;Low_spent_Large_value_payments;318,0328042
0xfec1;34;Teacher;7708,69;379,3908333;8;6;25;5;57;17;28,96;11;Bad;4147,58;38,79220183;1,92;Yes;26,58831431;18,16149721;Low_spent_Medium_value_payments;273,1892718
0xeeab;38;Mechanic;12549,985;828,8320833;7;5;13;1;13;15;3,87;1;Standard;803,44;30,78045744;31,75;No;9,947697793;35,18721416;Low_spent_Small_value_payments;327,7482964
0x1c72f;49;Manager;21129,93;1840,8275;3;4;3;4;14;20;9,82;4;Standard;611,4;25,33916415;15,67;No;39,59495091;68,65361551;Low_spent_Medium_value_payments;355,8341836
0x22bc6;31;Teacher;75816,52;6291,043333;6;9;22;5;20;24;27,85;9;Bad;2555,9;38,99834217;5,67;Yes;158,1637791;348,1666604;Low_spent_Small_value_payments;412,7738938
0x20ca0;40;Architect;17663,535;1767,96125;0;3;3;1;1;9;4,39;1;Good;1327,57;34,16256189;18,33;No;10,62923;153,9632043;Low_spent_Large_value_payments;282,2036907
0x2fbf;38;Journalist;16893,44;1567,786667;6;9;25;3;57;14;7,98;11;Standard;1397,24;32,59379881;14,5;Yes;32,22238767;91,17870244;Low_spent_Small_value_payments;323,3775766
0x1e231;45;Teacher;9400,2;719,35;7;5;33;7;47;21;3,52;10;Bad;1795,69;32,94639258;15,33;Yes;45,88919371;59,09673833;Low_spent_Small_value_payments;256,949068
0x12cfa;33;Media_Manager;76448,44;6134,703333;6;5;17;3;25;8;9,37;6;Standard;2063,55;32,70087764;11,42;Yes;141,2967147;242,8245086;Low_spent_Medium_value_payments;509,3491101
0xdde3;30;Mechanic;7206,845;716,5704167;3;4;14;4;24;21;17,42;4;Standard;1322,77;29,01548499;14,92;Yes;19,35518461;35,84106372;Low_spent_Medium_value_payments;296,4607933
0x25caa;51;Manager;144066,24;11942,52;8;6;13;2;29;8;3,84;2;Standard;670,35;27,90883987;31,33;No;225,7148085;801,7960398;High_spent_Small_value_payments;426,7411517
0x10e4e;28;Developer;75524,26;6118,688333;2;5;10;4;16;7;0,14;0;Good;852,62;32,88428219;15,83;No;167,2879146;141,7905945;High_spent_Medium_value_payments;552,7903242
0x1bb77;44;Musician;87659,42;7399,951667;3;5;7;4;5;1;11,36;1;Good;185,35;38,69168928;17,25;No;238,3084578;80,70609812;High_spent_Medium_value_payments;670,9806107
0x3edb;30;Developer;16646,26;1611,188333;7;6;15;2;12;12;11,26;4;Standard;624,36;27,25389935;19;No;14,57856681;39,50975744;High_spent_Small_value_payments;367,0305091
0x1c6e1;46;Engineer;9925,3;761,1083333;9;7;32;7;16;15;0,7;11;Bad;3083,14;34,44979011;14,25;Yes;41,63819597;30,05528749;Low_spent_Small_value_payments;294,4173499
0xffcd;51;Teacher;18128,1;1729,675;3;3;12;4;4;20;11,91;4;Standard;372,17;35,59262784;21,67;Yes;56,64915907;71,04254824;High_spent_Medium_value_payments;295,2757927
0x19662;41;Media_Manager;60364,08;5045,34;7;6;24;7;16;8;15,47;7;Standard;1855,46;31,52045629;8,25;Yes;179,0292829;89,69587002;High_spent_Medium_value_payments;485,8088471
0x6e7b;51;Teacher;35991,91;2920,325833;3;4;3;3;9;5;5,84;3;Good;792,73;36,39880706;16,83;No;60,50607216;199,7244669;High_spent_Small_value_payments;291,8020443
0x1e3f8;50;Media_Manager;95534,61;8015,2175;6;4;11;0;27;18;3,92;0;Standard;1273,05;31,75563681;32,58;No;0;388,3374286;Low_spent_Medium_value_payments;693,1843214
0x71ca;49;Developer;27525,02;2239,751667;6;6;6;0;22;19;17,92;2;Standard;999,12;25,94963043;23,08;Yes;0;153,4303512;Low_spent_Small_value_payments;360,5448155
0x23ce5;26;Developer;74319,32;6260,276667;7;10;34;9;39;22;26,23;16;Bad;3192,94;23,91784821;10;Yes;308,6833807;227,8372126;High_spent_Medium_value_payments;339,5070734
0x1f4dc;39;Teacher;9436,415;550,3679167;7;9;28;8;15;17;18,59;8;Bad;3073,02;30,34796929;3,75;Yes;41,32276573;0;High_spent_Medium_value_payments;256,0701699
0x9588;46;Writer;35032,66;2853,388333;10;6;33;7;47;18;9,52;10;Bad;1789;25,03479189;11,33;Yes;150,5000973;93,79859853;High_spent_Medium_value_payments;291,0401375
0x1b97e;47;Developer;42193,03;3375,085833;3;5;10;1;4;6;1,48;2;Good;1218,38;35,63982331;26,42;No;28,53257496;94,47937686;High_spent_Medium_value_payments;464,4966315
0x789a;37;Doctor;68096,88;5757,74;5;5;17;3;11;13;7,86;0;Standard;655,37;28,82137735;28,92;No;166,6482066;222,4349714;High_spent_Small_value_payments;446,6908221
0xb181;28;Media_Manager;23557,5;1797,125;7;4;6;4;21;18;6,78;0;Standard;7,51;24,00158517;28,08;No;41,41703603;73,00228844;High_spent_Medium_value_payments;315,2931755
0xc288;19;Musician;34317,21;2702,7675;3;6;18;2;28;18;18,82;13;Standard;1164,47;39,19332334;6,83;Yes;53,4566523;80,23562003;High_spent_Medium_value_payments;386,5844777
0x1fafd;50;Developer;26596,91;2095,820016;6;7;13;3;28;12;10,83;0;Standard;841,28;26,47788975;20;Yes;303,2298303;54,30171031;High_spent_Small_value_payments;392,0985267
0xd69e;24;Teacher;56420,52;4919,71;7;5;21;5;31;18;15,37;8;Bad;1412,35;29,5707509;13,92;Yes;165,9995775;95,3418473;High_spent_Large_value_payments;470,6295752
0x1755b;20;Teacher;19266,77;1889,564167;6;7;25;2;19;12;9,45;17;Standard;2397,32;26,23423903;16,33;Yes;28,88159553;135,7993089;Low_spent_Small_value_payments;314,2755122
0x58ad;42;Media_Manager;70014,48;6114,54;6;3;18;4;7;12;8,25;4;Standard;876,04;34,52702824;24,17;Yes;205,5930674;117,2342172;High_spent_Medium_value_payments;538,6267153
0x2405b;22;Accountant;69304,04;5695,336667;5;7;11;7;27;8;7,76;5;Standard;1760,52;37,70911151;15,5;Yes;325,4218987;284,0440633;Low_spent_Medium_value_payments;240,0677046
0xeb95;28;Scientist;18508,39;1461,834895;7;7;33;2;30;19;1,48;6;Bad;2123,47;35,04115752;18,92;Yes;133,6133238;113,9128928;Low_spent_Small_value_payments;312,4413048
0xddd9;47;Entrepreneur;83408,52;6812,71;4;5;3;2;16;4;5,17;3;Good;196,89;36,12390682;31,17;No;123,4884992;558,8577859;Low_spent_Small_value_payments;288,9247149
0x22f09;41;Entrepreneur;15258,95;1508,579167;3;6;1;0;1;5;10,06;5;Good;1075,37;25,35176148;23,83;No;0;143,3923309;Low_spent_Small_value_payments;297,4655858
0x23497;41;Scientist;52847,32;4607,943333;6;7;13;2;22;11;8,09;2;Standard;517,77;39,00229133;21,67;No;57,65777295;165,3721728;High_spent_Small_value_payments;497,7643876
0x25307;18;Teacher;18399,84;1609,32;6;9;16;6;53;17;24,23;11;Bad;4936,34;27,06187204;9;Yes;70,96507298;185,4401485;Low_spent_Small_value_payments;194,5267785
0xdab5;25;Accountant;8079,46;423,2883333;7;7;23;5;24;18;13,76;11;Standard;1515,52;27,26589098;13,42;Yes;25,58542635;16,36440001;Low_spent_Small_value_payments;290,379007
0x21b31;27;Mechanic;82316,18;6625,681667;0;5;4;3;23;9;11;2;Good;42,98;40,54228933;18;No;133,8937587;138,033323;High_spent_Medium_value_payments;640,641085
0x2437;30;Writer;80591,2;6453,933333;4;4;32;2;30;8;9,62;7;Standard;2024,84;31,09206148;13,25;Yes;97,89725769;653,1526743;Low_spent_Medium_value_payments;174,3434014
0x25a41;32;Accountant;63432,45;5188,0375;4;4;16;0;15;13;17,87;5;Standard;931,77;38,95394509;21,42;Yes;0;104,3619625;High_spent_Medium_value_payments;664,4417875
0x929a;41;Mechanic;81465,64;6699,803333;10;6;34;7;28;23;2,99;10;Bad;4760,54;27,04884527;11,17;Yes;450,5851706;178,5946071;Low_spent_Large_value_payments;310,8005557
0xaad9;48;Mechanic;134775,96;11379,33;0;3;11;3;2;5;0,95;4;Good;1370,19;34,50859045;22;No;276,8366335;196,2572662;High_spent_Large_value_payments;904,8391003
0x251fb;54;Manager;26515,99;2083,665833;4;6;13;1;19;17;1,11;6;Standard;1150,9;39,65798424;18,25;No;11,4838244;62,43031515;Low_spent_Large_value_payments;404,4524438
0x19ce7;34;Media_Manager;67408,06;5813,338333;5;3;6;3;12;8;9,74;3;Good;960,09;23,74257354;22;No;159,2826387;250,3193783;Low_spent_Large_value_payments;441,7318163
